0	6683.98506307
1	7278.22374096
2	7878.09693541
3	7637.97232326
4	8471.89752805
5	6989.61792221
6	7627.56841387
7	6814.65579014
8	8030.10637069
9	7937.21009749
10	6816.1612263
11	8553.88015584
12	8073.10634063
13	7135.21588163
14	8660.01460137
15	7843.92572036
16	8238.0626115
17	7896.02229718
18	8189.7921097
19	8727.44471158
20	6776.87699873
21	7989.64809096
22	7755.58472011
23	7115.13075322
24	8048.87262839
25	7797.20233496
26	8940.98506279
27	7803.44816654
28	8091.03773093
29	7634.75093829
30	6926.8765822
31	8204.38852667
32	7858.01255612
33	7029.43232305
34	7720.39348707
35	8234.185682
36	7034.43189307
37	7105.38706747
38	7172.47722386
39	6555.08530033
40	7587.24632451
41	7416.68257055
42	7086.45487816
43	7242.0151155
44	8066.74711075
45	8150.080834
46	6813.9228961
47	6880.43943109
48	6640.72696492
49	7955.48884598
50	7774.70302227
51	7680.3500012
52	8373.85474561
53	7871.86730264
54	7570.80461676
55	6426.09259356
56	6671.53271647
57	8087.25071059
58	7481.21399667
59	8555.77583893
60	7614.25486344
61	8075.86431411
62	7859.85005599
63	7674.39029581
64	7746.98357495
65	7137.46527128
66	7868.14595685
67	6551.35422773
68	7625.80688135
69	8097.19688118
70	8293.34878213
71	7645.04873965
72	6797.26047614
73	7746.74490519
74	8446.46781777
75	7047.30542469
76	8347.24055201
77	6938.82253381
78	8544.58890312
79	8144.56834731
80	7925.57237988
81	7901.54103187
82	7682.89447154
83	7645.93528572
84	8383.96183598
85	7898.81735132
86	8354.18664947
87	8310.97836285
88	7065.14789804
89	7875.08309717
90	7810.53193629
91	7172.64239681
92	8330.99222527
93	7929.33264755
94	7249.70142235
95	7083.91155246
96	8435.60034987
97	6909.06106528
98	7856.74465766
99	8558.88482156
100	6882.99083623
101	7990.44348629
102	7810.73826323
103	7435.40373327
104	8019.45112575
105	8671.87846981
106	7262.49422879
107	6728.87220014
108	7229.53599291
109	6953.13905864
110	7762.3446571
111	8442.34630943
112	7630.93316878
113	6766.26231438
114	8158.61125416
115	8629.1822943
116	7248.62146918
117	6744.15195651
118	7944.37134625
119	8100.25457362
120	8029.32384884
121	7430.16709432
122	7794.78784516
123	7208.04490747
124	7944.86104843
125	7633.87934433
126	6897.69953359
127	7866.41212337
128	7104.29467574
129	6922.19341683
130	7525.57393973
131	7484.19360381
132	6909.87274226
133	7564.48800018
134	7942.8706565
135	7930.94199946
136	7775.03798875
137	7976.69122942
138	6951.2513955
139	7040.76061292
140	7866.0190096
141	8147.10201611
142	6805.18975743
143	7811.92791164
144	8517.50436493
145	7858.7122861
146	7725.68996554
147	7526.10235396
148	7117.36260049
149	7921.61572474
150	7281.17325726
